SEXE,AGE,TAILLE_AGGLOMERATION_NB_HABITANTS,REGION,CSP,SITUATION_FAMILIALE,ENFANT,Q5_1_val_VarFr,Q5_2_val_PopRock,Q5_3_val_RapHipHop,Q5_4_val_Classique,Q5_5_val_Jazz,Q5_6_val_Dance,Q5_7_val_Electro,Q5_8_val_Metal,Q5_9_val_RnB,Q5_10_val_Soul,Q5_11_val_Reggae,Q5_12_val_MusiqueDuMonde,Q5_13_val_Autre
Femme,65+,Moins_100000,Occitanie,Inactif,Célibataire,#NUL!,,,,Classique,,,,,,,,,Autres genres
Homme,50_64,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,,,,R&B,Soul,,,
Homme,25_34,Plus_100000,Bourgogne-Franche-Comté,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,,,,,,,,Autres genres
Femme,15_24,Moins_100000,Normandie,Inactif,En_couple,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,Soul,Reggae,,
Femme,35_49,Plus_100000,Centre-Val de Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,,,,,,,Musiques du monde,
Homme,25_34,Moins_100000,Bretagne,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Homme,15_24,Moins_100000,Grand-Est,CSP_Moins,Célibataire,Aucun,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,,Pop / Rock,,Classique,Jazz,,,,,Soul,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Homme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,R&B,,,Musiques du monde,
Homme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,,,R&B,Soul,,,
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,,,Dance,,,,,,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,Rap / Hip-Hop,,,,Electronique,,,,,,
Homme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,Métal,,Soul,,,
Homme,15_24,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,Rap / Hip-Hop,Classique,,,,,,,Reggae,,
Homme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Île-de-France,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,,,,,,,Reggae,,
Homme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,65+,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,Reggae,,
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,Classique,,,,,R&B,,,Musiques du monde,
Femme,35_49,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,,,,,,,R&B,,,,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,,,,,,,,R&B,,,,
Homme,65+,Plus_100000,Grand-Est,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Femme,25_34,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,R&B,,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,Reggae,,
Homme,50_64,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,25_34,Moins_100000,Grand-Est,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,Métal,,,,,
Femme,25_34,Moins_100000,Grand-Est,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Homme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,Autres genres
Homme,50_64,Moins_100000,Grand-Est,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,R&B,,,,
Femme,50_64,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Homme,25_34,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,Musiques du monde,
Homme,15_24,Moins_100000,Grand-Est,CSP_Moins,Célibataire,Aucun,,Pop / Rock,,,,,Electronique,,,,,,Autres genres
Femme,35_49,Plus_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Femme,25_34,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,Musiques du monde,
Femme,50_64,Moins_100000,Île-de-France,CSP_Moins,Célibataire,Aucun,,,,,Jazz,,,,,Soul,,,
Homme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,Métal,,,,,Autres genres
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,,,,,,Dance,Electronique,,,,,Musiques du monde,
Femme,15_24,Plus_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,Classique,,,,,R&B,,,,
Homme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,Dance,Electronique,,,Soul,,,
Homme,65+,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,Reggae,Musiques du monde,Autres genres
Homme,50_64,Moins_100000,Normandie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,Reggae,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Moins,Célibataire,#NUL!,,Pop / Rock,,,,,,,R&B,,,,
Homme,35_49,Moins_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,Electronique,,R&B,,,,
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,Electronique,,,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Femme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,Reggae,,
Homme,50_64,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,Rap / Hip-Hop,,,,,,R&B,Soul,Reggae,Musiques du monde,
Femme,50_64,Moins_100000,Bretagne,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,,Pop / Rock,,,Jazz,,,,,Soul,,,
Femme,25_34,Moins_100000,Île-de-France,CSP_Plus,Enfant_vivant_chez_parents,Aucun,,,,,,Dance,Electronique,,,,,Musiques du monde,
Femme,50_64,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,
Femme,50_64,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,Reggae,,
Homme,25_34,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,,,,,,R&B,,,Musiques du monde,
Femme,35_49,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,Classique,,,,Métal,,,,,
Femme,50_64,Moins_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,,Pop / Rock,,,,Dance,,,R&B,,,,
Femme,25_34,Moins_100000,Île-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,Reggae,,
Homme,65+,Moins_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,Reggae,,
Femme,65+,Moins_100000,Bretagne,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,R&B,Soul,Reggae,Musiques du monde,
Homme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,Aucun,,,,Classique,,,Electronique,Métal,,,,Musiques du monde,
Homme,35_49,Moins_100000,Occitanie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,Jazz,Dance,,,,,,,
Homme,15_24,Moins_100000,Centre-Val de Loire,CSP_Plus,Célibataire,#NUL!,,,,,,,,,,,,Musiques du monde,
Homme,35_49,Plus_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,R&B,,,,
Homme,50_64,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,Autres genres
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,,,Rap / Hip-Hop,,,,Electronique,,,,,,
Femme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,Dance,,,R&B,,,,
Femme,50_64,Plus_100000,Hauts-de-France,Inactif,Célibataire,Aucun,Variété Française,,,,,,,,R&B,,Reggae,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Homme,35_49,Moins_100000,Hauts-de-France,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,Métal,,,,,
Femme,65+,Plus_100000,Hauts-de-France,Inactif,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Homme,50_64,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,,,Classique,Jazz,Dance,,,R&B,Soul,,Musiques du monde,
Homme,65+,Moins_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,,,,Classique,Jazz,,,,,,,Musiques du monde,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,Classique,Jazz,,,,,,,,
Homme,50_64,Plus_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Bretagne,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,,,,,,,Reggae,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Bretagne,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,65+,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,Autres genres
Homme,50_64,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,,,,,,,,,
Homme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,Classique,Jazz,,,Métal,,,Reggae,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,Dance,,Métal,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,Rap / Hip-Hop,,Jazz,,,,R&B,Soul,,,
Homme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Femme,50_64,Plus_100000,Grand-Est,CSP_Moins,Célibataire,Aucun,Variété Française,,,,Jazz,Dance,,,R&B,,,,
Homme,50_64,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,,,,,,,,,
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,Jazz,,,,,Soul,,Musiques du monde,
Homme,50_64,Moins_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,Dance,,,,,,Musiques du monde,Autres genres
Femme,50_64,Moins_100000,Occitanie,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,Autres genres
Femme,50_64,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,Jazz,,,,,Soul,Reggae,Musiques du monde,
Femme,25_34,Moins_100000,Normandie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,,,,,,,,,R&B,,,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,Célibataire,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,,
Homme,50_64,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,Musiques du monde,
Homme,25_34,Moins_100000,Hauts-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,Jazz,,,,,Soul,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Aucun,Variété Française,,,,Jazz,,Electronique,,,,,,
Femme,50_64,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,Soul,,Musiques du monde,
Homme,50_64,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,,,,,Reggae,,
Femme,65+,Moins_100000,Île-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Centre-Val de Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,Classique,,Dance,,,,Soul,Reggae,Musiques du monde,
Femme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,Dance,Electronique,Métal,,Soul,,,Autres genres
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,,,,,,,,,,,Musiques du monde,
Homme,50_64,Moins_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Femme,25_34,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,Dance,,,,,Reggae,Musiques du monde,
Homme,65+,Moins_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,,,Classique,Jazz,,,,,,,,
Homme,65+,Moins_100000,Bretagne,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Plus_100000,Hauts-de-France,Inactif,Célibataire,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,Dance,,,R&B,Soul,Reggae,,
Femme,35_49,Plus_100000,Occitanie,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,Reggae,,
Femme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,Musiques du monde,
Femme,50_64,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,,,,Dance,,,,,,,Autres genres
Homme,15_24,Plus_100000,Centre-Val de Loire,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,Classique,,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,65+,Moins_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,,,,,Reggae,Musiques du monde,
Homme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,Aucun,,,,,Jazz,,,Métal,,Soul,,,
Homme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Femme,35_49,Plus_100000,Occitanie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,Jazz,Dance,,,R&B,,,Musiques du monde,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,Electronique,,,,,Musiques du monde,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,,,,Jazz,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,Dance,,,R&B,,,,
Femme,50_64,Moins_100000,Grand-Est,CSP_Moins,Célibataire,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Homme,65+,Plus_100000,Grand-Est,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,25_34,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,Célibataire,Aucun,,Pop / Rock,,,,,,Métal,,,,,Autres genres
Homme,50_64,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,Autres genres
Homme,65+,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Femme,50_64,Plus_100000,Bourgogne-Franche-Comté,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,Reggae,Musiques du monde,
Homme,50_64,Moins_100000,Hauts-de-France,CSP_Plus,Célibataire,#NUL!,,,,Classique,,Dance,,,,,,,
Homme,50_64,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,,,,,
Homme,50_64,Plus_100000,Pays-de-la-Loire,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,Jazz,Dance,,,,,,Musiques du monde,
Femme,15_24,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,15_24,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,Electronique,,R&B,,Reggae,,
Femme,25_34,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,R&B,,,,
Homme,25_34,Moins_100000,Occitanie,CSP_Plus,En_couple,Aucun,,Pop / Rock,,Classique,Jazz,,Electronique,Métal,R&B,Soul,Reggae,,
Homme,25_34,Plus_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,Classique,,,,,R&B,Soul,Reggae,,
Homme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,Reggae,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,Célibataire,#NUL!,,,,,,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,35_49,Moins_100000,Occitanie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,R&B,Soul,Reggae,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,Electronique,Métal,R&B,Soul,Reggae,,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Homme,25_34,Plus_100000,Nouvelle-Aquitaine,Inactif,Célibataire,Aucun,,Pop / Rock,,,Jazz,,,Métal,,,,,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,15_24,Moins_100000,Occitanie,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,15_24,Moins_100000,Occitanie,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,25_34,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,Soul,,,
Homme,35_49,Moins_100000,Occitanie,CSP_Plus,En_couple,Aucun,Variété Française,,,Classique,,,Electronique,,,,Reggae,Musiques du monde,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,65+,Moins_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,,Jazz,,,,,,,Musiques du monde,
Homme,25_34,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,Electronique,,R&B,,,Musiques du monde,
Homme,65+,Plus_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,15_24,Plus_100000,Centre-Val de Loire,Inactif,En_couple,Aucun,,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,,,,,
Homme,25_34,Plus_100000,Centre-Val de Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,,,,Métal,,,,,
Femme,25_34,Moins_100000,Occitanie,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,,
