SEXE,AGE,TAILLE_AGGLOMERATION_NB_HABITANTS,REGION,CSP,SITUATION_FAMILIALE,ENFANT,Q5_1_val_VarFr,Q5_2_val_PopRock,Q5_3_val_RapHipHop,Q5_4_val_Classique,Q5_5_val_Jazz,Q5_6_val_Dance,Q5_7_val_Electro,Q5_8_val_Metal,Q5_9_val_RnB,Q5_10_val_Soul,Q5_11_val_Reggae,Q5_12_val_MusiqueDuMonde,Q5_13_val_Autre
Homme,35_49,Moins_100000,Grand-Est,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,,,,Musiques du monde,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,,,,Métal,,,,,
Femme,35_49,Plus_100000,Occitanie,CSP_Moins,En_couple,Aucun,,,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,Musiques du monde,
Homme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,Electronique,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,R&B,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,35_49,Moins_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,R&B,Soul,Reggae,,Autres genres
Homme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,,,Reggae,,
Homme,35_49,Moins_100000,Occitanie,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,,
Femme,35_49,Moins_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,R&B,,,,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,Célibataire,#NUL!,,Pop / Rock,,,Jazz,Dance,,,,,Reggae,,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,,,,,
Femme,35_49,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,Célibataire,#NUL!,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,35_49,Moins_100000,Grand-Est,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,Electronique,,R&B,Soul,Reggae,,
Femme,35_49,Moins_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Homme,65+,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Femme,65+,Moins_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,Electronique,,R&B,,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,Jazz,Dance,,Métal,R&B,Soul,,,
Femme,35_49,Plus_100000,Île-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,,,
Femme,25_34,Plus_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,Classique,Jazz,,Electronique,Métal,,,Reggae,,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,R&B,Soul,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,Electronique,,R&B,Soul,Reggae,Musiques du monde,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,R&B,,Reggae,Musiques du monde,
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,Célibataire,Aucun,,Pop / Rock,,,,,,Métal,,,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,Célibataire,#NUL!,,,,,,Dance,Electronique,,,,,Musiques du monde,
Homme,35_49,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,Métal,,,,,
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,R&B,,,,
Homme,35_49,Plus_100000,Grand-Est,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,,,,,,Musiques du monde,
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,Jazz,,,,,,,,
Femme,35_49,Plus_100000,Grand-Est,CSP_Plus,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,
Femme,25_34,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,Jazz,,,,R&B,Soul,Reggae,Musiques du monde,
Homme,35_49,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,Musiques du monde,
Femme,25_34,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,15_24,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,Métal,,Soul,,,
Femme,35_49,Moins_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,Musiques du monde,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,Célibataire,Aucun,Variété Française,Pop / Rock,,,,Dance,,Métal,,,Reggae,,Autres genres
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,,Dance,,Métal,,Soul,,Musiques du monde,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,Célibataire,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,,Métal,R&B,Soul,Reggae,Musiques du monde,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,Reggae,,
Femme,25_34,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,Reggae,,
Femme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,35_49,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,35_49,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,Autres genres
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,Classique,Jazz,Dance,Electronique,Métal,,Soul,,Musiques du monde,Autres genres
Homme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,Musiques du monde,
Femme,25_34,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,,,R&B,,Reggae,Musiques du monde,
Femme,35_49,Plus_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,25_34,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,Soul,,Musiques du monde,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,Autres genres
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Occitanie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,15_24,Plus_100000,Grand-Est,Inactif,Célibataire,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,35_49,Plus_100000,Grand-Est,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,Enfant_vivant_chez_parents,Aucun,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,Métal,,,,,
Homme,35_49,Moins_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,,,,Reggae,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,,,,,,,,Musiques du monde,
Femme,35_49,Plus_100000,Hauts-de-France,CSP_Moins,Célibataire,Aucun,,,,,,,,,R&B,,,Musiques du monde,
Femme,35_49,Plus_100000,Occitanie,Inactif,En_couple,Aucun,,,,,Jazz,,,,,,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,Dance,Electronique,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,Autres genres
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,Classique,Jazz,,,,R&B,,Reggae,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Aucun,,Pop / Rock,,Classique,,Dance,Electronique,,,,,Musiques du monde,Autres genres
Homme,35_49,Plus_100000,Hauts-de-France,CSP_Plus,Célibataire,Aucun,Variété Française,,,Classique,,Dance,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,Célibataire,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,R&B,,,,
Femme,15_24,Moins_100000,Normandie,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Plus_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,Jazz,Dance,,,,,Reggae,Musiques du monde,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,35_49,Plus_100000,Normandie,CSP_Moins,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,Electronique,,R&B,Soul,Reggae,Musiques du monde,
Homme,35_49,Moins_100000,Centre-Val de Loire,CSP_Moins,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Moins_100000,Occitanie,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,Autres genres
Homme,35_49,Moins_100000,Bretagne,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,35_49,Plus_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Plus,Célibataire,Aucun,,,,,,,,,,,,Musiques du monde,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,,,,,Soul,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,50_64,Plus_100000,Grand-Est,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,35_49,Plus_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,R&B,,,,
Homme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,,,Classique,Jazz,,,,,,,,
Femme,25_34,Plus_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,Soul,Reggae,,
Homme,50_64,Moins_100000,Bretagne,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,Dance,Electronique,,,Soul,Reggae,Musiques du monde,
Femme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Aucun,Variété Française,,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,Classique,Jazz,Dance,Electronique,Métal,R&B,,Reggae,,
Femme,35_49,Moins_100000,Occitanie,CSP_Moins,Célibataire,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,Soul,,,
Femme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,,Dance,,,R&B,,Reggae,Musiques du monde,
Femme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,Dance,,,,,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,Dance,Electronique,,,,,,
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,Variété Française,,,Classique,Jazz,Dance,,,,,,Musiques du monde,
Femme,15_24,Moins_100000,Bourgogne-Franche-Comté,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,,,R&B,,,Musiques du monde,
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,Reggae,,
Femme,25_34,Moins_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Femme,25_34,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,Musiques du monde,
Homme,25_34,Moins_100000,Grand-Est,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,,,,,,,,,
Homme,25_34,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,Dance,,,,,,,
Homme,25_34,Moins_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,Musiques du monde,
Femme,15_24,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Aucun,Variété Française,,,,,Dance,,Métal,,,Reggae,Musiques du monde,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,Classique,,,,Métal,R&B,Soul,Reggae,,
Femme,50_64,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Homme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Moins,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,,,Dance,Electronique,,R&B,Soul,,,
Homme,25_34,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,35_49,Plus_100000,Pays-de-la-Loire,CSP_Moins,Enfant_vivant_chez_parents,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,Reggae,Musiques du monde,
Femme,25_34,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,,Musiques du monde,
Homme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Aucun,,Pop / Rock,,Classique,Jazz,,Electronique,,,,,,
Homme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Homme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,Enfant_vivant_chez_parents,Aucun,,,,,,,Electronique,,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,15_24,Plus_100000,Grand-Est,Inactif,Célibataire,#NUL!,,,,,,,,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Bretagne,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Centre-Val de Loire,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,65+,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,Aucun,Variété Française,,,Classique,Jazz,,,,,Soul,Reggae,Musiques du monde,
Femme,50_64,Moins_100000,Pays-de-la-Loire,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,Dance,,,,,,Musiques du monde,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,R&B,Soul,,Musiques du monde,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,50_64,Plus_100000,Hauts-de-France,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,65+,Plus_100000,Occitanie,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,Jazz,Dance,,,R&B,Soul,,,
Femme,15_24,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Femme,25_34,Moins_100000,Bretagne,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,,,R&B,,,Musiques du monde,
Femme,50_64,Moins_100000,Grand-Est,CSP_Plus,En_couple,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,,,Reggae,,
Homme,65+,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,,,Classique,,,,,,,,,
Homme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,Métal,,,,,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,Jazz,,Electronique,,,Soul,Reggae,,
Homme,50_64,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,Jazz,Dance,,,,,,Musiques du monde,
Homme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Aucun,,,Rap / Hip-Hop,,,Dance,Electronique,,,,,,
Homme,35_49,Moins_100000,Bretagne,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,Electronique,Métal,,,,Musiques du monde,
Homme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
